id,gender,masterCategory,subCategory,articleType,baseColour,usage,productDisplayName,filename,Price,Location,Vendor
51860,Men,Apparel,Topwear,Shirts,Navy Blue,Casual,Locomotive Men Navy Striped Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/51860.jpg,992,new cairo,CairoCouture
8384,Girls,Apparel,Topwear,Tshirts,Orange,Casual,Doodle Girl's Hippie Chic Orange Kidswear,../input/fashion-product-images-dataset/fashion-dataset/images/8384.jpg,802,new cairo,CairoCouture
7567,Men,Apparel,Topwear,Tshirts,Orange,Sports,Nike Men's As Sublimated Orange T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/7567.jpg,893,new cairo,CairoCouture
27677,Women,Accessories,Bags,Handbags,Blue,Casual,Murcia Women Blue Handbag,../input/fashion-product-images-dataset/fashion-dataset/images/27677.jpg,733,new cairo,CairoCouture
46472,Men,Accessories,Watches,Watches,Brown,Casual,Timex Men Brown Watch,../input/fashion-product-images-dataset/fashion-dataset/images/46472.jpg,2409,new cairo,CairoCouture
54382,Women,Accessories,Bags,Handbags,Olive,Casual,Baggit Women Olive Handbag,../input/fashion-product-images-dataset/fashion-dataset/images/54382.jpg,1059,new cairo,CairoCouture
57163,Women,Apparel,Topwear,Tshirts,Pink,Casual,Elle Women Dark Pink Essentials T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/57163.jpg,809,new cairo,CairoCouture
31371,Men,Apparel,Topwear,Tshirts,Navy Blue,Casual,Locomotive Men Printed Navy Blue T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/31371.jpg,934,new cairo,CairoCouture
15322,Men,Apparel,Topwear,Jackets,Black,Casual,Nike Men Solid Black Jacket,../input/fashion-product-images-dataset/fashion-dataset/images/15322.jpg,721,new cairo,CairoCouture
26332,Women,Accessories,Watches,Watches,White,Casual,DKNY Women White Dial Watch NY4716,../input/fashion-product-images-dataset/fashion-dataset/images/26332.jpg,1832,new cairo,CairoCouture
5495,Men,Apparel,Topwear,Tshirts,Green,Casual,Mr.Men Men's Perfect Green Polo T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/5495.jpg,815,new cairo,CairoCouture
15574,Boys,Apparel,Topwear,Tshirts,Purple,Casual,Chhota Bheem Kids Boys Best Friends Group TShirt,../input/fashion-product-images-dataset/fashion-dataset/images/15574.jpg,523,new cairo,CairoCouture
16108,Men,Accessories,Eyewear,Sunglasses,Brown,Casual,M tv Men My Fab Eyewear Brown Sunglasses,../input/fashion-product-images-dataset/fashion-dataset/images/16108.jpg,1650,new cairo,CairoCouture
28297,Men,Accessories,Eyewear,Sunglasses,Black,Casual,Fastrack Men Black Sunglasses,../input/fashion-product-images-dataset/fashion-dataset/images/28297.jpg,2332,new cairo,CairoCouture
31658,Men,Apparel,Topwear,Shirts,White,Casual,Indigo Nation Men Printed White Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/31658.jpg,881,new cairo,CairoCouture
19456,Men,Apparel,Topwear,Tshirts,Grey,Casual,Quiksilver Men Printed Grey T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/19456.jpg,752,new cairo,CairoCouture
7049,Men,Apparel,Topwear,Shirts,Blue,Casual,s.Oliver Men White & Blue Check Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/7049.jpg,561,new cairo,CairoCouture
3274,Men,Apparel,Topwear,Tshirts,Brown,Casual,Guerrilla Men's Luchador Coffee T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/3274.jpg,993,new cairo,CairoCouture
44634,Men,Apparel,Topwear,Tshirts,Black,Casual,Nike Men Black Printed T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/44634.jpg,769,new cairo,CairoCouture
44866,Men,Apparel,Topwear,Tshirts,Blue,Casual,Puma Men Blue Tech Graphic T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/44866.jpg,546,new cairo,CairoCouture
48238,Boys,Apparel,Topwear,Tshirts,White,Casual,Avengers Boys White Printed T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/48238.jpg,672,new cairo,CairoCouture
8666,Unisex,Accessories,Eyewear,Sunglasses,Green,Casual,Fastrack Unisex Green Sunglasses,../input/fashion-product-images-dataset/fashion-dataset/images/8666.jpg,1651,new cairo,CairoCouture
30589,Men,Apparel,Topwear,Tshirts,Blue,Casual,Nike Men Club Pique Polo Blue T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/30589.jpg,516,new cairo,CairoCouture
30119,Men,Apparel,Topwear,Tshirts,Grey,Casual,Flying Machine Men Grey Polo T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/30119.jpg,670,new cairo,CairoCouture
15295,Unisex,Accessories,Bags,Handbags,Black,Casual,ADIDAS Originals Unisex SY Airline Black Bags,../input/fashion-product-images-dataset/fashion-dataset/images/15295.jpg,812,new cairo,CairoCouture
20172,Men,Apparel,Topwear,Shirts,Navy Blue,Casual,Wrangler Men Aoston Navy Blue Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/20172.jpg,539,new cairo,CairoCouture
34324,Men,Apparel,Topwear,Tshirts,Red,Casual,Myntra Men Extreme Disturbance Red T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/34324.jpg,563,new cairo,CairoCouture
11063,Men,Apparel,Topwear,Shirts,Purple,Formal,John Miller Men Solid Purple Shirts,../input/fashion-product-images-dataset/fashion-dataset/images/11063.jpg,792,new cairo,CairoCouture
17152,Men,Apparel,Topwear,Jackets,Black,Casual,U.S. Polo Assn. Men Solid Black Jacket,../input/fashion-product-images-dataset/fashion-dataset/images/17152.jpg,828,new cairo,CairoCouture
12612,Men,Apparel,Topwear,Tshirts,Orange,Casual,Ed Hardy Men Printed Orange Tshirts,../input/fashion-product-images-dataset/fashion-dataset/images/12612.jpg,776,new cairo,CairoCouture
38942,Boys,Apparel,Topwear,Shirts,White,Casual,Gini and Jony Boys Check White Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/38942.jpg,904,new cairo,CairoCouture
37760,Men,Apparel,Topwear,Shirts,Blue,Casual,John Players Men Check Blue Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/37760.jpg,502,new cairo,CairoCouture
13733,Men,Apparel,Topwear,Shirts,Blue,Formal,Belmonte Men Check Blue Shirts,../input/fashion-product-images-dataset/fashion-dataset/images/13733.jpg,770,new cairo,CairoCouture
50202,Women,Accessories,Eyewear,Sunglasses,Green,Casual,Stoln Women Green Sunglasses,../input/fashion-product-images-dataset/fashion-dataset/images/50202.jpg,2194,new cairo,CairoCouture
16417,Men,Apparel,Topwear,Tshirts,Yellow,Casual,Levis Men Stripes Yellow Tshirt,../input/fashion-product-images-dataset/fashion-dataset/images/16417.jpg,854,new cairo,CairoCouture
11632,Men,Apparel,Topwear,Shirts,Black,Casual,United Colors of Benetton Men Black Striped Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/11632.jpg,750,new cairo,CairoCouture
11202,Men,Accessories,Watches,Watches,Black,Casual,Carrera Men Black Watch,../input/fashion-product-images-dataset/fashion-dataset/images/11202.jpg,2902,new cairo,CairoCouture
16215,Men,Apparel,Topwear,Tshirts,Red,Casual,Puma Men Polo Red TShirt,../input/fashion-product-images-dataset/fashion-dataset/images/16215.jpg,666,new cairo,CairoCouture
58807,Men,Apparel,Topwear,Shirts,Navy Blue,Smart Casual,Highlander Men Navy Blue Striped Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/58807.jpg,996,new cairo,CairoCouture
14314,Men,Apparel,Topwear,Tshirts,White,Sports,ADIDAS Men Solid White Jerseys,../input/fashion-product-images-dataset/fashion-dataset/images/14314.jpg,749,new cairo,CairoCouture
28373,Men,Accessories,Eyewear,Sunglasses,Metallic,Casual,Idee Men Metallic Sunglasses,../input/fashion-product-images-dataset/fashion-dataset/images/28373.jpg,1806,new cairo,CairoCouture
19854,Men,Apparel,Topwear,Shirts,Blue,Casual,U.S. Polo Assn. Men Striped Blue Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/19854.jpg,809,new cairo,CairoCouture
3211,Women,Apparel,Topwear,Tshirts,Yellow,Casual,Tantra Women's Ornament Yellow T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/3211.jpg,748,new cairo,CairoCouture
24740,Women,Accessories,Bags,Handbags,Brown,Casual,Murcia Women Brown Casual Handbag,../input/fashion-product-images-dataset/fashion-dataset/images/24740.jpg,809,new cairo,CairoCouture
10575,Women,Apparel,Topwear,Tshirts,Pink,Casual,Puma Women Ess Pink Polo Tshirts,../input/fashion-product-images-dataset/fashion-dataset/images/10575.jpg,705,new cairo,CairoCouture
12679,Men,Apparel,Bottomwear,Trousers,Black,Casual,Probase Men Solid Black Trousers,../input/fashion-product-images-dataset/fashion-dataset/images/12679.jpg,721,new cairo,CairoCouture
22011,Women,Accessories,Bags,Handbags,Blue,Casual,Murcia Women Casual Blue Handbag,../input/fashion-product-images-dataset/fashion-dataset/images/22011.jpg,1181,new cairo,CairoCouture
40001,Men,Accessories,Eyewear,Sunglasses,Black,Casual,Park Avenue Men Black Frame Sunglasses,../input/fashion-product-images-dataset/fashion-dataset/images/40001.jpg,1384,new cairo,CairoCouture
51517,Women,Accessories,Watches,Watches,Black,Casual,Fastrack Women Black Dial Watch N2298sm03,../input/fashion-product-images-dataset/fashion-dataset/images/51517.jpg,2462,new cairo,CairoCouture
58809,Men,Apparel,Topwear,Shirts,White,Casual,Highlander Men White Striped Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/58809.jpg,898,new cairo,CairoCouture
16815,Men,Apparel,Topwear,Shirts,Yellow,Casual,Locomotive Men Check Yellow Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/16815.jpg,776,new cairo,CairoCouture
6938,Men,Apparel,Topwear,Tshirts,Red,Casual,s.Oliver Men's Denim Dstrct Red T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/6938.jpg,599,new cairo,CairoCouture
58831,Women,Accessories,Watches,Watches,White,Casual,FCUK Women White Dial Watch FC1012WWN,../input/fashion-product-images-dataset/fashion-dataset/images/58831.jpg,2274,new cairo,CairoCouture
14322,Men,Apparel,Topwear,Jackets,Black,Sports,ADIDAS Men Solid Black Jackets,../input/fashion-product-images-dataset/fashion-dataset/images/14322.jpg,519,new cairo,CairoCouture
8869,Men,Apparel,Topwear,Shirts,Blue,Casual,Mark Taylor Men Solid Blue Shirts,../input/fashion-product-images-dataset/fashion-dataset/images/8869.jpg,706,new cairo,CairoCouture
33138,Boys,Apparel,Topwear,Shirts,White,Casual,Palm Tree Boys Check White Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/33138.jpg,571,new cairo,CairoCouture
33904,Men,Accessories,Watches,Watches,White,Casual,Citizen Men White Dial Watch,../input/fashion-product-images-dataset/fashion-dataset/images/33904.jpg,1994,new cairo,CairoCouture
31462,Men,Apparel,Topwear,Tshirts,Blue,Sports,Nike Men Advantage Geometric Blue Jersey,../input/fashion-product-images-dataset/fashion-dataset/images/31462.jpg,626,new cairo,CairoCouture
12284,Men,Apparel,Topwear,Shirts,Maroon,Casual,Genesis Maroon Casual Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/12284.jpg,903,new cairo,CairoCouture
16416,Men,Apparel,Topwear,Tshirts,Grey,Casual,Levi's Men Stripes Grey Tshirts,../input/fashion-product-images-dataset/fashion-dataset/images/16416.jpg,935,new cairo,CairoCouture
25406,Men,Apparel,Topwear,Tshirts,White,Sports,Nike Men White T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/25406.jpg,737,new cairo,CairoCouture
26277,Men,Apparel,Topwear,Tshirts,Blue,Casual,Proline Men Blue Polo T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/26277.jpg,709,new cairo,CairoCouture
4254,Men,Apparel,Topwear,Tshirts,Black,Casual,Inkfruit Men's Rastra Black T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/4254.jpg,709,new cairo,CairoCouture
5988,Men,Apparel,Topwear,Shirts,Pink,Casual,Locomotive Men Pink Checked Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/5988.jpg,994,new cairo,CairoCouture
37759,Men,Apparel,Topwear,Shirts,Grey,Casual,John Players Men Stripes Grey Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/37759.jpg,750,new cairo,CairoCouture
15436,Women,Accessories,Bags,Handbags,Maroon,Casual,Hidekraft Women Leather Maroon Handbags,../input/fashion-product-images-dataset/fashion-dataset/images/15436.jpg,1064,new cairo,CairoCouture
41520,Men,Accessories,Eyewear,Sunglasses,Blue,Casual,Basics Men Aviator Sunglasses,../input/fashion-product-images-dataset/fashion-dataset/images/41520.jpg,2060,new cairo,CairoCouture
48450,Men,Apparel,Topwear,Tshirts,Grey,Casual,French Connection Men Grey T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/48450.jpg,726,new cairo,CairoCouture
54659,Women,Accessories,Watches,Watches,Black,Casual,Fastrack Women Red Dial Watch,../input/fashion-product-images-dataset/fashion-dataset/images/54659.jpg,2823,new cairo,CairoCouture
3272,Men,Apparel,Topwear,Tshirts,White,Casual,Guerrilla Men's God's Sent White T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/3272.jpg,875,new cairo,CairoCouture
11266,Men,Apparel,Bottomwear,Trousers,Beige,Casual,Indigo Nation Men Pv Plan(Mix & Max) Greyish Brown Trousers,../input/fashion-product-images-dataset/fashion-dataset/images/11266.jpg,562,new cairo,CairoCouture
14714,Men,Apparel,Bottomwear,Trousers,Navy Blue,Formal,Genesis Men Solid Navy Blue Trousers,../input/fashion-product-images-dataset/fashion-dataset/images/14714.jpg,554,new cairo,CairoCouture
28546,Men,Apparel,Topwear,Tshirts,Navy Blue,Casual,Nike Men Basic Navy Blue T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/28546.jpg,984,new cairo,CairoCouture
9542,Men,Apparel,Topwear,Tshirts,Red,Sports,Nike Men Manu Auth Graphic Red T-Shirts,../input/fashion-product-images-dataset/fashion-dataset/images/9542.jpg,788,new cairo,CairoCouture
34314,Men,Apparel,Topwear,Tshirts,Orange,Casual,Myntra Men Orange Urban T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/34314.jpg,832,new cairo,CairoCouture
8669,Unisex,Accessories,Eyewear,Sunglasses,Green,Casual,Fastrack Unisex Green Sunglasses,../input/fashion-product-images-dataset/fashion-dataset/images/8669.jpg,1682,new cairo,CairoCouture
18916,Men,Apparel,Topwear,Shirts,Grey,Casual,Levis Men Denim Grey Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/18916.jpg,850,new cairo,CairoCouture
21858,Boys,Apparel,Topwear,Tshirts,Navy Blue,Casual,Chhota Bheem Kids Boys I Like to Paint Navy Blue T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/21858.jpg,993,new cairo,CairoCouture
17506,Men,Apparel,Topwear,Tshirts,Grey Melange,Casual,Classic Polo Men Stripes Blue Polo T-Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/17506.jpg,631,new cairo,CairoCouture
25232,Women,Accessories,Bags,Handbags,Blue,Casual,Lino Perros Women Blue & Black Handbag,../input/fashion-product-images-dataset/fashion-dataset/images/25232.jpg,715,new cairo,CairoCouture
53622,Men,Accessories,Watches,Watches,Black,Casual,Q&Q Men Black Watch,../input/fashion-product-images-dataset/fashion-dataset/images/53622.jpg,2010,new cairo,CairoCouture
4460,Men,Apparel,Topwear,Tshirts,Blue,Sports,Nike Men's Hand Gang Sign Blue T-shirt,../input/fashion-product-images-dataset/fashion-dataset/images/4460.jpg,862,new cairo,CairoCouture
3810,Boys,Apparel,Topwear,Tshirts,Blue,Casual,Disney Kids Boy's Pooh And Tiger Blue Kidswear,../input/fashion-product-images-dataset/fashion-dataset/images/3810.jpg,672,new cairo,CairoCouture
28388,Men,Accessories,Eyewear,Sunglasses,Brown,Casual,Idee Men Brown Sunglasses,../input/fashion-product-images-dataset/fashion-dataset/images/28388.jpg,1494,new cairo,CairoCouture
2132,Men,Apparel,Topwear,Shirts,Brown,Casual,Basics Men Brown Slim Fit Shirt,../input/fashion-product-images-dataset/fashion-dataset/images/2132.jpg,590,new cairo,CairoCouture
